Title,Genre,Director,Country,Year,Rating
Волчья кровь,"['Истерн', 'боевик', 'драма']",['Николай Стамбула'],['Россия'],1995,6.6
Водный мир,"['фантастика', 'постапокалиптика', 'боевик', 'антиутопия']","['Кевин Рейнольдс', 'Кевин Костнер', '(в титрах не указан)']",['США'],1995,6.3
Вне подозрений,"['драма', 'триллер']",['Стивен Шэхтер'],['США'],1995,6.7
Внезапная смерть,"['боевик', 'драма', 'триллер']",['Питер Хайамс'],['США'],1995,5.8
Влюблённый Либерман,['независимый кинематограф'],['Кристин Лахти'],['США'],1995,6.6
Мои современники,['документальное кино'],['Владислав Виноградов'],['СССР'],1984,
Виртуозность,"['фантастика', 'триллер']",['Бретт Леонард'],['США'],1995,5.5
Взгляд Улисса,['драма'],['Теодорос Ангелопулос'],"['Греция', 'Франция', 'Италия', 'Германия', 'Албания', 'Румыния', 'СР Югославия', 'Босния и Герцеговина']",1995,7.6
Виртуальный убийца,"['боевик', 'фантастика']",['Роберт Ли'],"['США', 'Канада', 'Япония']",1995,4.1
Виртуальное соблазнение,['фантастика'],['Пол Зиллер'],['США'],1995,4.6
Вестсайдский вальс,['мелодрама'],['Эрнест Томпсон'],['США'],1995,5.8
Весельчак,"['комедия,', 'мелодрама', ', приключение']",['Рам Гопал Варма'],['Индия'],1995,7.4
Велорикша,"['драма', 'гангстерский']",['Чан Ань Хунг'],"['Франция', 'Вьетнам', 'Гонконг']",1995,7.2
Вдали от дома: Приключения жёлтого пса,"['семейный фильм', 'приключения']",['Филлип Борсос'],['США'],1995,6.3
Великая Афродита,['комедия'],['Вуди Аллен'],['США'],1995,7.0
Вдали от Рангуна,"['драма', 'боевик']",['Джон Бурмен'],"['Великобритания', 'США']",1995,6.5
Вампир в Бруклине,"['фильм ужасов', 'комедия', 'мелодрама']",['Уэс Крэйвен'],['США'],1995,4.6
В пасти безумия,"['фантастика', 'фильм ужасов']",['Джон Карпентер'],['США'],1995,7.1
Бэтмен навсегда,['супергеройский фильм'],['Джоэл Шумахер'],"['США', 'Великобритания']",1995,5.4
В ожидании выдоха,['Романтическая драма'],['Форест Уитакер'],['США'],1995,6.0
В последний момент,"['боевик', 'криминальный фильм', 'драма', 'триллер']",['Джон Бэдэм'],['США'],1995,6.3
Мальва,"['новелла, экранизация']",['Александр Зельдович'],['СССР'],1984,
В осаде 2: Тёмная территория ,['боевик'],['Джеф Мёрфи'],['США'],1995,5.5
Бэйб: Четвероногий малыш,"['комедия', 'драма']",['Крис Нунен'],"['Австралия', 'США']",1995,6.9
Братья Макмаллен,"['мелодрама', 'драма', 'комедия']",['Эдвард Бёрнс'],['США'],1995,6.6
Бремя белого человека,['драма'],['Десмонд Накано'],['США'],1995,5.3
Бульварный роман,"['драма', 'мелодрама']",['Василий Панин'],"['Россия', 'Украина']",1995,5.9
Лестница в доме с лифтом,['комедия'],['Аман Камчыбеков'],['СССР'],1984,
Бомбей,"['драматический фильм', 'политический фильм', 'романтический фильм']",['Мани Ратнам'],['Индия'],1995,8.1
Бомба,['комедия'],['Зульфикар Мусаков'],['Узбекистан'],1995,7.0
Большое путешествие,"['комедия', 'приключенческий фильм']",['Келли Мекин'],"['США', 'Канада']",1995,5.6
Бог знает,"['боевик', 'криминальный фильм']",['Раджив Мехра'],['Индия'],1995,5.4
Будка у дороги,"['драма', 'триллер']",['Саломе Брезинер'],['США'],1995,5.4
Бойцы,['боевик'],['Луи Морно'],['США'],1995,4.4
Битва Шарпа,"['боевик', 'приключенческий фильм', 'исторический фильм', 'военный фильм']",['Том Клегг'],['Великобритания'],1995,7.8
Бестолковые,"['комедия', 'любовная история']",['Эми Хекерлинг'],['США'],1995,6.9
Блеск славы,['комедия'],['Рич Уилкс'],['США'],1995,5.6
Белый шар,['комедийный фильм'],['Джафар Панахи'],['Иран'],1995,7.6
Билли Мэдисон,['комедия'],['Тамра Дэвис'],['США'],1995,6.3
Безопасность,['драма'],['Тодд Хейнс'],['США'],1995,7.1
Бессмертные,"['криминальный фильм', 'драма', 'Боевик', 'триллер']",['Брайан Грант'],['США'],1995,5.4
Белый карлик,"['научно-фантастический фильм', 'фэнтезийный фильм', 'приключенческий фильм', 'история взросления']",['Питер Маркл'],['США'],1995,6.3
Безрассудные,"['комедия', 'драма', 'фэнтези']",['Норман Рене'],['США'],1995,5.1
Безумие,['триллер'],['Дэнни Хьюстон'],['США'],1995,4.8
Безмолвие,['комедия'],['Рон Андервуд'],['США'],1995,5.8
Безумная любовь,['мелодрама'],['Антония Бёрд'],['США'],1995,5.3
Без ошейника,['детский'],['Радомир Василевский'],['Украина'],1995,4.4
Антония,"['драма', 'комедия']",['Марлен Горрис'],"['Нидерланды', 'Бельгия', 'Великобритания']",1995,7.4
Электронные бойцы,"['фантастический', 'боевик', 'киберпанк']",['Эндрю Стивенс'],['США'],1995,4.0
Байки из склепа: Демон ночи,"['Фильм ужасов', 'комедия']","['Эрнест Дикерсон', 'Гилберт Адлер']",['США'],1995,6.7
Без улик,"['триллер', 'драма']",['Гилл Деннис'],['США'],1995,3.9
Аполлон-13,"['приключения', 'история', 'драма']",['Рон Ховард'],['США'],1995,7.7
Ангус,['комедия'],['Пэтрик Рид Джонсон'],"['США', 'Великобритания', 'Германия', 'Франция']",1995,6.7
Багровый прилив,"['драма', 'триллер']",['Тони Скотт'],['США'],1995,7.3
"Англичанин, который поднялся на холм, а спустился с горы",['комедия'],['Кристофер Монгер'],['Великобритания'],1995,6.6
Барышня-крестьянка,"['мелодрама', ', лирическая', 'комедия']",['Алексей Сахаров'],['Россия'],1995,6.8
Ангелы и насекомые,['драма'],"['Филип Хаас', '(англ.)', 'рус.']","['США', 'Великобритания']",1995,6.8
Ангел мести,['вестерн'],['Крэйг Бэксли'],['США'],1995,6.0
Институт бабушек,['драма'],['Марина Ишимбаева'],['СССР'],1984,
"301, 302","['триллер', 'фильм ужасов', 'детектив']","['Пак Чхоль Су', '[en]']",['Республика Корея'],1995,6.4
Авантюра,"['комедия, шпионский фильм']",['Виталий Макаров'],"['Россия', 'Украина']",1995,4.2
Алая буква,"['драма', 'мелодрама']",['Ролан Жоффе'],['США'],1995,5.3
Американская дочь,"['трагикомедия', 'роуд-муви']",['Карен Шахназаров'],"['Россия', 'США']",1995,6.3
Азбука футбола,['комедия'],['Холли Голдберг Слоан'],['США'],1995,5.5
Гомер и Эдди,"['драма', 'комедия']",['Андрей Кончаловский'],['США'],1989,5.3
Американский президент,"['комедия', 'драма']",['Роб Райнер'],['США'],1995,6.8
12 обезьян,"['фантастика', 'триллер', 'драма', 'антиутопия']",['Терри Гиллиам'],['США'],1995,8.0
Мальчик-крыса,['драма'],['Сондра Локк'],['США'],1986,3.8
Земля и золото,,"['Арман Манарян', 'Генрих Маркарян']",['СССР'],1984,
Мой друг Сократик,['детский фильм'],['Андрис Розенбергс'],['СССР'],1984,
Аллея чудес,['драма'],['Хорхе Фонс'],['Мексика'],1995,7.3
"Не ходите, девки, замуж",['кинокомедия'],['Евгений Герасимов'],['СССР'],1985,5.8
Мой друг Иван Лапшин,['драма'],['Алексей Герман'],['СССР'],1984,7.5
Миссия ниндзя,"['боевик', 'драма']",['Матс Хельге'],"['Швеция', 'Великобритания']",1984,4.1
"Милый, дорогой, любимый, единственный…",['мелодрама'],['Динара Асанова'],['СССР'],1984,6.7
Микки и Мод,['комедия'],['Блейк Эдвардс'],['США'],1984,6.0
Места в сердце,['драма'],['Роберт Бентон'],['США'],1984,7.4
Миссис Соффел,"['драма', 'мелодрама']",['Джиллиан Армстронг'],['США'],1984,6.0
Медный ангел,"['приключенческий фильм', 'боевик']",['Вениамин Дорман'],['СССР'],1984,5.6
Мёртвые души,"['сатирическая', 'трагикомедия']",['Михаил Швейцер'],['СССР'],1984,7.5
Месть полудурков,['комедия'],['Джефф Кэнью'],['США'],1984,6.6
Мама Ануш,['мелодрама'],['Араик Вауни'],['СССР'],1984,
Марлен,['документальный'],['Максимилиан Шелл'],['ФРГ'],1984,7.6
Манхэттенские крысы,"['фильм ужасов', 'фантастика']",['Бруно Маттеи'],"['Италия', 'Франция']",1984,4.7
Макар-следопыт,"['Приключенческий фильм', 'истерн']",['Николай Ковальский'],['СССР'],1984,7.6
Любовь до смерти,['драма'],['Ален Рене'],['Франция'],1984,6.8
Любовь и голуби,['лирическая комедия'],['Владимир Меньшов'],['СССР'],1984,7.9
Мальчишник,['комедия'],['Нил Израэл'],['США'],1984,6.3
Любовь Свана,['драма'],['Фолькер Шлёндорф'],"['Франция', 'ФРГ']",1984,6.5
Маюри,"['фильм-биография', 'музыкальный фильм', 'мелодрама']",['Сингитам Шриниваса Рао'],['Индия'],1984,7.1
Лучший способ защиты,['комедия'],['Уиллард Хайк'],['США'],1984,3.8
Лилиан — извращённая девственница,"['фильм ужасов', 'порнография']",['Хесус Франко'],['Испания'],1984,4.7
Лидер,['драма'],['Борис Дуров'],['СССР'],1984,6.8
Ледяные пираты,['фантастика'],['Стюарт Рэффилл'],['США'],1984,5.6
Дождь,['мелодрама'],['Владимир Латышев'],['СССР'],1984,
Легенда о Сурамской крепости,['легенда'],"['Сергей Параджанов', 'Давид Абашидзе']",['СССР'],1984,7.3
Лицо без маски,"['триллер', 'детективный фильм']",['Брайан Форбс'],['США'],1984,5.5
Легенда о любви,"['мелодрама', 'приключенческий фильм']","['Латиф Файзиев', 'Умеш Мехра']","['Индия', 'СССР']",1984,6.1
Меч храбреца,"['боевик', 'приключенческий фильм', 'фэнтези', 'мелодрама']",['Стефен Викс'],['Великобритания'],1984,4.4
Лев Толстой,['драма'],['Сергей Герасимов'],"['СССР', 'Чехословакия']",1984,7.0
Лев и ястреб,"['драма, экранизация']",['Питер Устинов'],['Великобритания'],1984,6.6
Красный рассвет,"['боевик', 'военный', 'приключенческий фильм']",['Джон Милиус'],['США'],1984,6.3
Кровавое посвящение,['фильм ужасов'],['Ларри Стюарт'],['США'],1984,5.6
Кошмар на улице Вязов,['слэшер'],['Уэс Крэйвен'],['США'],1984,7.4
Костёр в белой ночи,"['драма', 'боевик']",['Борис Бунеев'],['СССР'],1984,5.7
Корсиканские братья,['комедия'],['Томми Чонг'],['США'],1984,4.6
Конфискатор,"['комедия', 'фантастика']",['Александр Кокс'],['США'],1984,6.9
"Дверь, открытая для тебя",['драма'],['Петерис Крылов'],['СССР'],1984,
Космическая одиссея 2010,['научная фантастика'],['Питер Хайамс'],['США'],1984,6.7
Конец одиночества фермы Берхоф,"['драма, экранизация']",['Иржи Свобода'],"['Чехословакия', 'Польша']",1984,7.2
Когда сдают тормоза,,['Гунар Цилинский'],['СССР'],1984,6.0
Клянусь в неверности,['комедия'],['Ховард Зифф'],['США'],1984,6.0
Капитан Фракасс,['Драма'],['Владимир Савельев'],['СССР'],1984,6.7
Кармен,['драма'],['Франческо Рози'],"['Франция', 'Италия']",1984,7.4
Конан-разрушитель,"['приключенческий фильм', 'фэнтези']",['Ричард Флейшер'],['США'],1984,5.9
Коттон-клуб,['криминальная драма'],['Фрэнсис Форд Коппола'],['США'],1984,6.5
Колье Шарлотты,['детективный фильм'],['Евгений Татарский'],['СССР'],1984,6.3
Классовые отношения,['драма'],"['Жан-Мари Штрауб', 'Даниэль Юйе']","['Германия', 'Франция']",1984,6.9
Канкан в Английском парке,"['политический детектив', 'приключенческий фильм']",['Валерьян Пидпалый'],['СССР'],1984,4.7
"Каникулы Петрова и Васечкина, обыкновенные и невероятные","['Приключения', 'Музыкальная комедия']",['Владимир Алеников'],['СССР'],1984,7.6
Инопланетянка,"['фантастическая', 'комедия']",['Яков Сегель'],['СССР'],1984,5.4
Каждый десятый,['красный вестерн'],['Михаил Ордовский'],['СССР'],1984,7.6
Как три мушкетёра,"['приключения', 'мелодрама', 'боевик', 'музыкальный']",['Прамод Чакраворти'],['Индия'],1984,6.4
"Иона, или Художник за работой","['драма', 'притча', 'короткометражный']",['Александр Кайдановский'],['СССР'],1984,6.3
История солдата,"['детективная', 'драма']",['Норман Джуисон'],['США'],1984,7.2
Кабан-секач,['фильм ужасов'],['Расселл Малкэхи'],['Австралия'],1984,6.0
Искусство и любовь,['драма'],['Садао Накадзима'],['Япония'],1984,6.9
Как стать знаменитым,['музыкальная комедия'],['Ион Скутельник'],['СССР'],1984,6.2
Игрушечные солдатики,"['боевик', 'драма']",['Дэвид Фишер'],"['США', 'Мексика']",1984,4.8
Индиана Джонс и храм судьбы,['приключенческий боевик'],['Стивен Спилберг'],['США'],1984,7.5
Иванко и царь Поганин,['сказка'],['Борис Небиеридзе'],['СССР'],1984,7.2
"Зло, творимое людьми",['боевик'],['Джей Ли Томпсон'],"['Mexico', 'United States']",1984,5.9
И вот пришёл Бумбо…,['киносказка'],['Надежда Кошеверова'],['СССР'],1984,6.5
Золушка '80,"['мюзикл', 'мелодрама']",['Роберто Маленотти'],"['Италия', 'Франция']",1984,6.5
Зачем человеку крылья,['мелодрама'],['Владимир Шамшурин'],['СССР'],1984,7.1
Закусочная на шоссе 66,['Криминальная комедия'],['Джон Марк Робинсон'],['США'],1984,5.3
Закусочная на колёсах,"['боевик', 'комедия']",['Саммо Хун'],"['Гонконг', 'Испания']",1984,7.0
Запретная любовь,['Драма'],['Энтони Пейдж'],"['Германия', 'Великобритания', 'США']",1984,6.5
Завещание профессора Доуэля,['фантастика'],['Леонид Менакер'],['СССР'],1984,5.8
Жил-был доктор...,"['киноповесть, драма']",['Вячеслав Сорокин'],['СССР'],1984,6.3
За что мне это?,['мелодрама'],['Педро Альмодовар'],['Испания'],1984,7.1
Жестокий романс,['мелодрама'],['Эльдар Рязанов'],['СССР'],1984,7.9
За решёткой,"['драматический фильм', 'тюремный фильм']",['Ури Барбаш'],['Израиль'],1984,6.7
Женщина в красном,"['комедия', 'мелодрама']",['Джин Уайлдер'],['США'],1984,5.9
Европейская история,"['драма', 'криминальный фильм', 'политический триллер']",['Игорь Гостев'],['СССР'],1984,5.1
Женщины-врачи,['драма'],['Хорст Земан'],['ГДР'],1984,5.9
Дюна,['фантастика'],['Дэвид Линч'],['США'],1984,6.3
Другое состояние разума,"['документальный фильм', 'музыкальный фильм']","['Адам Смолл', 'Питер Стюарт']",['США'],1984,7.7
Жёлтая земля,"['драма', 'музыкальный']",['Чэнь Кайгэ'],['Китай'],1984,7.1
Душитель против душителя,"['ужасы', 'триллер', 'комедия']",['Слободан Шиян'],['СФРЮ'],1984,8.0
"Ещё люблю, ещё надеюсь",['мелодрама'],['Николай Лырчиков'],['СССР'],1984,6.8
Егорка,"['семейный', 'приключения']",['Александр Яновский'],['СССР'],1984,6.5
"Если можешь, прости…",['мелодрама'],['Александр Итыгилов'],['СССР'],1984,6.2
Другая страна,['драма'],['Марек Каневска'],['Великобритания'],1984,7.0
Дополнительная смена,"['комедия', 'мелодрама']",['Джонатан Демми'],['США'],1984,5.9
Долг в любви,['мелодрама'],['Варис Брасла'],['СССР'],1984,6.4
Дом и мир,['драматический фильм'],['Сатьяджит Рай'],['Индия'],1984,7.5
Женщина в зеркале,['мелодрама'],['Паоло Кваренья'],['Италия'],1984,4.6
Долгая разлука,"['музыкальный фильм', 'мелодрама', 'драма']",['Фазиль'],['Индия'],1984,7.9
Докторша из военного госпиталя,"['итальянская эротическая комедия', 'комедийный фильм', 'эротический фильм']",['Нандо Сисеро'],['Италия'],1984,4.3
"Дневник, письмо и первоклассница",['детский фильм'],['Хабиб Файзиев'],['СССР'],1984,
Дневник террориста,['драма'],"[""Пэт О'Коннор""]","['Великобритания', 'Ирландия']",1984,6.6
Дети Шаолиня,"['боевик', 'комедия']",['Чжан Синьянь'],['Гонконг'],1984,6.2
Диагональ слона,['кинодрама'],['Ришар Дембо'],"['Франция', 'Люксембург', 'Швейцария']",1984,6.7
Преступники Кантона и Гонконга,"['боевик', 'криминальный фильм', 'триллер']","['Джонни Мак', '[zh]']",['Гонконг'],1984,7.1
Дети кукурузы,"['сверхъестественный', 'психологический', 'слэшер', 'триллер']",['Фриц Кирш'],['США'],1984,5.6
Деревня,['драма'],['Ричард Пирс'],['США'],1984,6.6
Действуй по обстановке!,['боевик'],['Иван Горобец'],['СССР'],1984,5.9
Двойной обгон,"['боевик', 'детектив']",['Александр Гордон'],['СССР'],1984,5.3
Две версии одного столкновения,"['Детектив', 'криминал', 'драма']",['Виллен (Валериан) Новак'],['СССР'],1984,5.3
Девушки исчезают,['слэшер'],['Роберт Деубел'],['США'],1984,4.9
Девочка из города,['драма'],['Олег Николаевский'],['СССР'],1984,6.9
Дар дьявола,['фильм ужасов'],['Кеннет Дж. Бертон'],['США'],1984,3.2
Два гусара,['драма'],['Вячеслав Криштофович'],['СССР'],1984,6.7
Двойник тела,['триллер'],['Брайан Де Пальма'],['США'],1984,6.8
"Грейстоук: Легенда о Тарзане, повелителе обезьян","['приключенческий фильм', 'драма', 'мелодрама']",['Хью Хадсон'],"['Великобритания', 'США']",1984,6.4
Гремлины,['комедия ужасов'],['Джо Данте'],['США'],1984,7.3
Груз без маркировки,['детектив'],['Владимир Попков'],['СССР'],1984,5.3
"Грандвью, США","['драма', 'кинокомедия']",['Рэндал Клейзер'],['США'],1984,5.5
Город страха,['триллер'],['Эйбл Феррара'],['США'],1984,5.7
Гонки «Пушечное ядро» 2,['комедия'],['Хэл Нидэм'],['США'],1984,5.0
Горе невинным,['детектив'],['Десмонд Дэвис'],['Великобритания'],1984,5.1
"Голубые горы, или Неправдоподобная история",['комедия'],['Эльдар Шенгелая'],['СССР'],1984,8.7
Горный хрусталь,"['музыкальная', 'комедия']",['Боб Кларк'],['США'],1984,4.0
Господин Великий Новгород,['военный фильм'],['Алексей Салтыков'],['СССР'],1984,5.0
Госпиталь «Британия»,"['комедия', 'фантастика']",['Линдсей Андерсон'],['Великобритания'],1984,6.2
Год спокойного солнца,"['военный фильм', 'романтический фильм', 'драматический фильм']",['Кшиштоф Занусси'],"['Польша', 'Италия', 'ФРГ']",1984,7.1
Годзилла,"['фантастика', 'триллер']",['Кодзи Хасимото'],['Япония'],1984,6.8
Гашербрум — сверкающая гора,['документальный фильм'],['Вернер Херцог'],['ФРГ'],1984,7.5
Гнев и слава,['драматический фильм'],['Ави Нешер'],['Израиль'],1984,6.8
Выбери меня,"['мелодрама', 'комедия']",['Алан Рудольф'],['США'],1984,6.7
Вспышка,"['боевик', 'триллер', 'детектив']",['Уильям Таннен'],['США'],1984,6.4
Гарри и сын,['драма'],['Пол Ньюман'],['США'],1984,5.8
Второй раз в Крыму,,['Павел Любимов'],['СССР'],1984,6.7
Выигрыш одинокого коммерсанта,['драма'],['Себастьян Аларкон'],['СССР'],1984,5.7
Время отдыха с субботы до понедельника,['мелодрама'],['Игорь Таланкин'],['СССР'],1984,7.1
Гарбо рассказывает,"['драма', 'комедия']",['Сидни Люмет'],['США'],1984,6.4
Всех за решётку,['комедия'],['Альберто Сорди'],['Италия'],1984,5.7
Время желаний,"['драма', 'мелодрама']",['Юлий Райзман'],['СССР'],1984,6.9
Всплеск,"['фэнтези', 'мелодрама', 'комедия']",['Рон Ховард'],['США'],1984,6.3
Времена Харви Милка,"['документальный', 'биографический']",['Роб Эпштейн'],['США'],1984,8.2
Воспламеняющая взглядом,"['ужасы', 'триллер', 'мистика']",['Марк Л. Лестер'],['США'],1984,6.1
Восемь дней надежды,['драма'],['Александр Муратов'],['СССР'],1984,4.8
Влюблённые,"['мелодрама', 'драма']",['Улу Гросбард'],['США'],1984,6.5
Во всём виноват Рио,['комедия'],['Стэнли Донен'],['США'],1984,5.8
Воскресенье за городом,['драма'],['Бертран Тавернье'],['Франция'],1984,7.4
Вой 2: Твоя сестра — оборотень,['фильм ужасов'],['Филипп Мора'],['США'],1984,3.7
Возлюбленные Марии,['драма'],['Андрей Кончаловский'],['США'],1984,6.5
Возвращение живых мертвецов,"['комедийный', 'фильм ужасов']","[""Дэн О'Бэннон""]",['США'],1984,7.3
"Верность, надежда и любовь",['музыкальная мелодрама'],['Билле Аугуст'],['Дания'],1984,7.3
Взломщики,"['комедия', 'триллер', 'приключения', 'криминал']",['Луи Маль'],['США'],1984,5.2
Весь я,['комедия'],['Карл Райнер'],['США'],1984,6.6
Матвеева радость,"['биография', 'исторический фильм']",['Ирина Поплавская'],['СССР'],1985,
В лесах под Ковелем,['военный'],['Юрий Тупицкий'],['СССР'],1984,5.9
Вверх по течению,['комедия'],['Роберт Батлер'],['США'],1984,5.5
Великий поход за невестой,['комедия'],['Годердзи Чохели'],['СССР'],1984,8.4
Ва-банк 2,"['комедийный фильм', 'детективный фильм']",['Юлиуш Махульский'],['Польша'],1984,7.4
Веселая Пасха,['комедия'],['Жорж Лотнер'],['Франция'],1984,6.2
Венки под высокой горой,['военный фильм'],['Се Цзинь'],['Китай'],1984,8.0
В компании волков,"['фильм ужасов', 'фэнтези']",['Нил Джордан'],['Великобритания'],1984,6.6
Бьянка,"['притча', 'комедия']",['Нанни Моретти'],['Италия'],1984,7.3
Маленький бродяга,"['драма', 'экшен-сериал']",,['Канада'],1985,
Буйство смерти,['фильм ужасов'],['Дэвид Блит'],"['Новая Зеландия', 'Австралия']",1984,4.5
Брейк-данс,"['комедия', 'мюзикл']",['Джоэл Силберг'],['США'],1984,5.8
Брейк-данс 2: Электрическое Бугало,['музыка'],['Сэм Фёрстенберг'],['США'],1984,5.1
Брат с другой планеты,['фантастика'],['Джон Сэйлз'],['США'],1984,6.7
Бунт роботов,"['фантастика', 'триллер']",['Майкл Крайтон'],['США'],1984,5.9
Бродвей Дэнни Роуз,['комедия'],['Вуди Аллен'],['США'],1984,7.4
Болеро,['мелодрама'],['Джон Дерек'],['США'],1984,3.0
Боец с шестом,"['боевик', 'драма']",['Лю Цзялян'],['Гонконг'],1984,7.4
Близнец,['комедия'],['Ив Робер'],['Франция'],1984,6.0
Бостонцы,['драма'],['Джеймс Айвори'],"['Великобритания', 'США']",1984,6.2
"Более странно, чем в раю","['драма', 'с элементами', 'комедии']",['Джим Джармуш'],"['США', 'ФРГ']",1984,7.4
Блистающий мир,"['кинофантастика', 'экранизация романа']",['Булат Мансуров'],['СССР'],1984,5.5
"Бойся, враг, девятого сына",['сказка'],"['Виктор Пусурманов', 'Виктор Чугунов']",['СССР'],1984,6.7
Благовещение,['драма'],['Андраш Елеш'],['Венгрия'],1984,6.4
Благие намерения,['драма'],['Андрей Бенкендорф'],['СССР'],1984,6.2
Берег его жизни,"['приключенческий фильм', 'исторический фильм', 'биографический фильм', 'драма']",['Юрий Соломин'],['СССР'],1984,7.7
Бесконечная история,"['фэнтези', 'драма', 'приключенческий фильм']",['Вольфганг Петерсен'],['ФРГ'],1984,7.3
Бит-стрит,"['драма', 'музыка']",['Стэн Лэтэн'],['США'],1984,6.5
Безмолвный крик,['агитационный'],['Джек Дуэйн Дэбнер'],['США'],1984,4.7
Без семьи,['драма'],['Владимир Бортко'],['СССР'],1984,7.8
Бегство от сна,['фантастика'],['Джозеф Рубен'],['США'],1984,6.3
Без вести пропавшие,['Боевик'],['Джозеф Зито'],['США'],1984,5.4
"Берег левый, берег правый",['драматический фильм'],['Филипп Лабро'],['Франция'],1984,5.8
Баунти,"['приключенческий фильм', 'исторический фильм']",['Роджер Дональдсон'],"['Великобритания', 'США']",1984,7.0
Без права на провал,['приключенческий фильм'],['Евгения Жигуленко'],['СССР'],1984,5.5
Баллада о маленьком солдате,['документальный фильм'],"['Вернер Херцог', 'Денис Райхле']",['ФРГ'],1984,7.2
Амадей,"['фильм-биография', 'драма', 'музыкальный фильм']",['Милош Форман'],['США'],1984,8.4
Аллигатор,['ужасы'],['Льюис Тиг'],['США'],1984,6.1
"Аплодисменты, аплодисменты…",['Муз. фильм'],['Виктор Бутурлин'],['СССР'],1984,6.0
«1984»,['Реклама'],['Ридли Скотт'],['США'],1984,7.8
Акула-монстр,"['боевик', 'фильм ужасов', 'триллер']",['Ламберто Бава'],"['Италия', 'Франция']",1984,2.7
1984,['антиутопия'],['Майкл Рэдфорд'],['Великобритания'],1984,7.1
Балканский шпион,"['драма', 'кинокомедия']","['Душан Ковачевич', 'Божидар Николич']",['Югославия'],1984,8.8
Авантюристы,"['драма', 'комедия', 'боевик', 'военный', 'приключения']",['Анри Вернёй'],['Франция'],1984,6.1
Нам не дано предугадать…,['драма'],['Ольга Наруцкая'],['СССР'],1985,6.0
Назад в будущее,"['научная фантастика', 'комедия', 'роуд-муви']",['Роберт Земекис'],['США'],1985,8.5
Начни сначала,"['мелодрама', 'музыкальный фильм']",['Александр Стефанович'],['СССР'],1985,6.4
Настоящий гений,"['приключенческий фильм', 'комедия']",['Марта Кулидж'],['США'],1985,6.9
На свободе,['мелодрама'],['Стефан Хильдебранд'],['Швеция'],1985,5.6
Наша эра,"['драма', 'исторический фильм']",['Стюарт Купер'],"['Италия', 'Великобритания', 'США']",1985,7.2
На прицеле ваш мозг,"['документальный', 'научно-популярный фильм']","['Феликс Соболев', 'Виктор Олендер']",['СССР'],1985,7.2
Мужские тревоги,['Приключения'],['Анатолий Ниточкин'],['СССР'],1985,6.6
Мы обвиняем,['драматический фильм'],['Тимофей Левчук'],['СССР'],1985,4.5
Моя собачья жизнь,"['комедия', 'драма']",['Лассе Халльстрём'],['Швеция'],1985,7.6
Мужчине живётся трудно. ,['комедия'],['Ёдзи Ямада'],['Япония'],1985,6.4
Моя прекрасная прачечная,['комедия-драма'],['Стивен Фрирз'],['Великобритания'],1985,6.8
Молодой Шерлок Холмс,['приключенческий детектив'],['Барри Левинсон'],['США'],1985,6.8
Мост в Терабитию,['фэнтезийный фильм'],['Эрик Тилль'],['Канада'],1985,5.9
Мои счастливые звёзды,"['комедия', 'вост. единоборства']",['Само Хун'],['Гонконг'],1985,6.3
Миранда,"['эротика', 'комедия']",['Тинто Брасс'],['Италия'],1985,4.9
Мишень,"['боевик', 'триллер', 'драма']",['Артур Пенн'],['США'],1985,5.9
Мисима: жизнь в четырёх главах,['драма'],['Пол Шредер'],"['США', 'Япония']",1985,7.9
Миллионы Брюстера,['комедия'],['Уолтер Хилл'],['США'],1985,6.5
Мозги набекрень,"['комедия', 'научная фантастика']",['Карл Райнер'],['США'],1985,6.4
Мата Хари,"['драма', 'эротика']",['Кёртис Херрингтон'],['США'],1985,4.0
Матч состоится в любую погоду,['детективный фильм'],['Роланд Калныньш'],['СССР'],1985,6.4
Миллион в брачной корзине,['комедия'],['Всеволод Шиловский'],['СССР'],1985,6.6
Марица,['Кинооперетта'],['Александр Белинский'],['СССР'],1985,5.9
Мальчики из Бразилии,"['научно-фантастический фильм', 'фильм-триллер', 'экранизация романа', 'криминальный фильм', 'политический триллер']",['Франклин Шеффнер'],"['Великобритания', 'США']",1985,7.0
"Мама, я жив","['военный, драма, детский']",['Игорь Добролюбов'],['СССР'],1985,6.8
Маска,['драма'],['Питер Богданович'],['США'],1985,7.2
Малиновое вино,"['психологический', 'детектив']",['Арвидс Криевс'],['СССР'],1985,6.9
Малибу-экспресс,"['приключения', 'боевик']",['Энди Сидарис'],['США'],1985,4.8
Любовные письма с подтекстом,['мелодрама'],['Звонимир Беркович'],['Югославия'],1985,7.3
Луи Блуи,"['документальный', 'музыкальный']",['Терри Цвигофф'],['США'],1985,7.6
Луна ноября,['Драма'],['Александра фон Гроте'],"['ФРГ', 'Франция']",1985,5.7
Мальчик-с-пальчик,['сказка'],['Гунар Пиесис'],"['СССР', 'Чехословакия']",1985,7.2
Макароны,['комедия'],['Этторе Скола'],['Италия'],1985,6.4
Лунная ведьма,['поэтическая драма'],['Бакыт Карагулов'],['СССР'],1985,
Любовь Мерфи,"['драма', 'комедия']",['Мартин Ритт'],['США'],1985,7.0
Личное дело судьи Ивановой,['мелодрама'],['Илья Фрэз'],['СССР'],1985,6.8
Лиха беда начало,['драма'],['Владимир Лаптев'],['СССР'],1985,5.1
